loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,residential_assets_value_clean,income_bin,loan_bin
10427460,0,not graduate,no,667777,833693,6,743,4851846,3034781,1550173,1085759,approved,4851846,low,low
16621345,3,not graduate,yes,7775717,17024438,2,606,5567404,1862489,9360314,4620799,approved,5567404,high,mid
4069239,5,not graduate,yes,2772227,5953792,16,334,742721,3474521,7876596,1599522,approved,742721,low,low
14348842,2,not graduate,no,1488892,1783761,2,685,6210694,1608216,3866238,95726,approved,6210694,low,low
5647879,1,not graduate,yes,4288361,7316619,18,587,2603971,3954949,13466566,7140428,approved,2603971,mid,low
12495340,4,graduate,yes,7104989,15583608,4,469,2060038,9067622,18869833,7363625,approved,2060038,high,mid
136380,5,not graduate,yes,2927825,13258493,12,501,4157677,567928,15846687,4331923,approved,4157677,low,mid
13001093,3,graduate,no,908680,4261787,10,367,1676120,1601440,5537939,1120074,rejected,1676120,low,low
10614616,2,not graduate,no,2073874,8572476,6,756,1616984,4752834,9468521,1807280,approved,1616984,low,low
7556533,3,not graduate,yes,3987035,13425868,8,589,11774720,2423638,10523339,932886,approved,11774720,mid,mid
3719483,3,not graduate,no,3179345,3311428,10,338,15345525,4529518,6064505,490813,rejected,15345525,low,low
15303143,1,not graduate,yes,9115598,35765811,8,584,15507527,8138759,28931833,8035562,approved,15507527,high,high
1744254,0,graduate,no,7420710,24276185,18,358,12083678,12164610,21143600,5074940,rejected,12083678,high,high
15039342,4,not graduate,yes,8030724,27249316,16,626,9466354,5764001,27995480,11030984,approved,9466354,high,high
8502624,4,graduate,no,3401010,16891050,14,357,1537141,176355,12987104,4631963,approved,1537141,low,mid
13371945,0,not graduate,no,8745332,33093172,8,876,14000060,16510033,28293608,6525548,approved,14000060,high,high
11335769,1,not graduate,no,4629777,14637322,18,464,4701528,2557066,8153389,6288648,approved,4701528,mid,mid
8205353,4,graduate,yes,707630,826085,10,872,982801,1834472,1546273,2136734,approved,982801,low,low
8450061,4,graduate,yes,5761235,17784972,10,606,8953436,3760704,19280284,8005120,approved,8953436,mid,mid
13307920,4,not graduate,yes,2653215,8614302,6,552,1002862,2402097,14011009,4801664,rejected,1002862,low,low
12579632,1,graduate,no,8128538,23672933,12,516,19928565,10047004,22149867,9173812,approved,19928565,high,high
13191700,2,graduate,no,2138172,11728418,2,574,3458067,3525749,1670838,4994080,rejected,3458067,low,mid
3988614,3,graduate,no,5602554,13503363,16,838,12346669,7967896,19221734,6605397,approved,12346669,mid,mid
14350580,0,graduate,yes,2082289,9364376,10,894,3803507,112297,15727471,1989618,approved,3803507,low,low
2502039,3,not graduate,yes,4997191,18371913,8,510,14221204,10293569,21171468,1689993,rejected,14221204,mid,mid
2773447,3,not graduate,no,4777472,12963744,8,553,8593612,1393556,9446301,3231919,rejected,8593612,mid,mid
4423370,0,not graduate,yes,9530942,26358238,16,840,19154377,5949279,30766330,11433378,approved,19154377,high,high
3814236,0,not graduate,no,2043210,8654473,12,891,9311918,4409487,4824061,6308444,approved,9311918,low,low
4431550,1,graduate,no,5922592,15269673,14,875,12885963,5328127,19036219,5789878,rejected,12885963,mid,mid
1948207,0,graduate,no,4857846,21691957,20,530,7860731,13179424,23433302,5004548,rejected,7860731,mid,high
5493014,3,graduate,yes,6600781,15241070,4,452,3133715,2959710,25717249,6596431,approved,3133715,mid,mid
8256853,4,graduate,no,7430804,21639581,6,447,5522284,501270,18368822,7590007,rejected,5522284,high,high
12342101,4,not graduate,yes,3774384,7347959,12,657,2818684,676677,5107148,1805409,approved,2818684,mid,low
13860896,5,graduate,yes,4460765,11908617,4,730,1683935,8706412,14549545,4468184,approved,1683935,mid,mid
8276351,5,not graduate,no,8866296,32503868,6,429,13885648,12455135,28834154,10366739,rejected,13885648,high,high
3868273,4,not graduate,no,4229204,11522511,6,418,5273649,870903,11214212,2893909,rejected,5273649,mid,mid
15385721,2,not graduate,yes,2276087,11192372,8,505,12007732,1902977,7290066,8924889,approved,12007732,low,mid
11182563,4,graduate,yes,2181271,2345416,18,547,1269965,198396,4911031,742115,rejected,1269965,low,low
10825390,1,not graduate,yes,252030,607891,18,736,164070,104489,655396,8480,rejected,164070,low,low
15319563,5,graduate,no,2200928,9164792,6,515,8581449,1356881,15671956,2056883,rejected,8581449,low,low
16585818,3,graduate,yes,8840190,27427338,4,423,12390599,2995911,31190366,9351864,approved,12390599,high,high
1618463,1,graduate,yes,9886626,35454777,2,443,12120019,12706334,37499458,12923083,approved,12120019,high,high
8008154,5,not graduate,yes,4727679,21443374,12,736,20250996,15886957,23164845,9450483,approved,20250996,mid,high
7579842,2,graduate,yes,8554599,28405578,12,608,12061091,3533444,31455895,7525071,approved,12061091,high,high
10305246,5,graduate,no,5139051,5031460,14,763,16489875,3915539,19038595,4164956,approved,16489875,mid,low
1167209,5,not graduate,no,7398354,21804388,12,790,6793499,4017957,27111607,6636191,approved,6793499,high,high
2941681,5,not graduate,yes,5818174,12310872,6,767,10339422,11797541,16684622,7475915,approved,10339422,mid,mid
6280873,3,graduate,yes,6577212,15564769,16,798,10869025,3708347,12244270,6778412,rejected,10869025,mid,mid
7524028,3,not graduate,yes,1934177,4600683,4,833,6468183,1369088,3799207,481381,approved,6468183,low,low
4880380,0,graduate,no,9602252,33214435,2,654,6270559,9386447,32173663,10774260,approved,6270559,high,high
15289156,4,graduate,yes,2997620,6715598,16,310,383573,1775551,5008864,2799399,rejected,383573,low,low
4518786,1,graduate,yes,2069760,5594978,10,402,1540189,5206107,6888240,1963602,approved,1540189,low,low
921795,2,not graduate,no,6990710,19304200,16,734,17220436,300674,14018984,7729438,approved,17220436,high,high
15804230,3,not graduate,no,9360603,24946264,18,680,2659892,14835626,31127404,8905085,approved,2659892,high,high
6338450,3,not graduate,no,3000982,9237147,12,491,2592199,2648289,8284835,5233234,rejected,2592199,low,low
9569900,2,graduate,yes,9652207,31519718,8,764,836142,5842559,34814841,11106136,approved,836142,high,high
1378603,2,not graduate,yes,9262348,25453800,4,443,9043286,5529785,21748969,6782583,rejected,9043286,high,high
5268547,5,graduate,no,6855533,20811155,18,812,2384154,3478619,16016140,5228349,approved,2384154,high,high
11386246,4,not graduate,yes,3863841,12853485,6,791,5246060,1468088,9106995,8910152,rejected,5246060,mid,mid
2101599,0,not graduate,yes,1571196,4332764,14,372,1731560,3865500,6291380,1166791,rejected,1731560,low,low
3923053,3,graduate,yes,5901142,20571393,6,303,3581047,5232232,14985007,4844678,rejected,3581047,mid,high
8314307,4,graduate,no,4112790,13980135,2,575,9496711,11514781,14553561,5509887,approved,9496711,mid,mid
4173711,0,not graduate,no,3355996,9847556,4,819,4620732,3928652,11995813,5418013,rejected,4620732,low,mid
1900742,0,graduate,no,9449557,27914502,2,619,10660058,9652027,22722059,5336924,approved,10660058,high,high
12688265,3,not graduate,yes,5744247,18569715,20,735,10504806,3698552,20368004,5459252,approved,10504806,mid,mid
11499342,0,graduate,no,2879180,6205068,4,749,8452801,480676,11299156,1815966,approved,8452801,low,low
2484688,4,not graduate,yes,6632715,17216748,2,466,9747441,4122408,18150296,5843569,approved,9747441,mid,mid
8127253,0,not graduate,no,4196418,13815182,2,639,9029221,1333435,11670969,2759640,approved,9029221,mid,mid
9324703,3,graduate,yes,9884850,38997789,2,550,23249010,12480665,38282126,13036534,approved,23249010,high,high
1218340,2,graduate,yes,4614730,15496928,14,650,4882145,17634877,8176696,3072143,rejected,4882145,mid,mid
4530090,3,not graduate,no,8408481,33214464,20,394,3897506,579265,27522598,10562471,rejected,3897506,high,high
11240137,1,graduate,yes,5134772,18232204,4,700,1995212,791675,15268917,5153472,approved,1995212,mid,mid
10700417,2,not graduate,yes,8174920,18143042,2,587,6803403,6540832,18853619,10141870,approved,6803403,high,mid
7300629,0,graduate,no,7613521,23357948,10,465,11443574,2290689,17571261,4493316,approved,11443574,high,high
12755247,3,graduate,yes,1585949,2847493,4,817,367095,4842237,11747924,1995206,rejected,367095,low,low
12931317,5,graduate,yes,9323950,24518367,6,484,25214266,12719817,27151798,6903652,rejected,25214266,high,high
3659006,2,not graduate,no,733943,1674981,6,748,488375,925347,2692807,1345593,approved,488375,low,low
8087013,4,not graduate,yes,6473315,14452296,6,345,4335036,38343,15744813,4920310,approved,4335036,mid,mid
11184065,0,graduate,no,8919809,29114582,8,891,16219465,7625777,27716825,10647596,approved,16219465,high,high
12447565,5,graduate,no,1967515,3304722,4,816,2496372,63859,3767359,1127948,approved,2496372,low,low
13575268,2,graduate,no,9840179,36473042,10,735,21260504,4801216,34771774,10041219,approved,21260504,high,high
13676086,3,graduate,no,4243657,10851817,12,867,14229162,4652055,16150751,3202383,approved,14229162,mid,mid
13429074,0,not graduate,no,4617280,9911488,2,808,15524841,1972699,8513373,4474533,approved,15524841,mid,mid
15888161,0,not graduate,no,6266824,22900476,20,432,3598047,10756911,18236604,4749787,rejected,3598047,mid,high
15927687,0,not graduate,yes,5107474,17321612,8,358,8317019,2106969,17519053,6087993,rejected,8317019,mid,mid
10738824,4,not graduate,no,1376423,12082184,10,529,4084799,237431,7829793,3372788,rejected,4084799,low,mid
7351278,4,graduate,yes,4675333,5805736,4,394,8614203,4635300,6426158,915452,approved,8614203,mid,low
14710038,0,graduate,no,6979891,14143575,6,519,2081376,556444,17126637,5433621,approved,2081376,high,mid
5714647,4,not graduate,no,8671422,25676724,8,816,18377399,11253908,24477752,6054487,approved,18377399,high,high
11457492,3,not graduate,yes,4184431,10364204,20,306,2621758,303998,5388235,3130414,rejected,2621758,mid,mid
15966530,4,not graduate,no,3637720,7919016,6,777,71570,2356477,5907994,2161741,rejected,71570,mid,low
6144840,1,graduate,no,6174108,20536771,4,354,4221553,6232285,20354685,5845233,rejected,4221553,mid,high
8932010,2,not graduate,yes,6189292,22160593,12,443,23025921,69377,25515075,4837851,approved,23025921,mid,high
2236170,4,graduate,yes,1165465,3555214,10,874,4542213,547881,6135026,1924233,approved,4542213,low,low
11842057,0,graduate,no,5625552,24398201,4,503,20536914,5038314,12864010,2598542,rejected,20536914,mid,high
12624243,1,not graduate,no,1089531,6388080,10,801,5296691,581729,4792183,1152063,rejected,5296691,low,low
8121957,2,graduate,yes,1165078,4084496,8,366,3527676,6258697,2562054,1165207,rejected,3527676,low,low
933186,3,not graduate,no,8002610,23582320,14,437,11800359,5666113,29912418,9262472,approved,11800359,high,high
1236394,0,graduate,no,384726,1849422,6,652,17110074,2116435,965666,120214,approved,17110074,low,low
5486342,4,graduate,no,5023036,19740821,20,684,4605624,3285895,16019182,4646289,approved,4605624,mid,high
46830,0,graduate,yes,3614256,3989252,14,491,5727767,829109,5933907,2802543,approved,5727767,mid,low
7916772,4,not graduate,yes,8059926,22854420,10,745,11446802,7592921,24853182,9524461,rejected,11446802,high,high
4622647,4,graduate,yes,1592714,5601459,4,556,3877985,440440,4487473,286731,rejected,3877985,low,low
11099382,3,graduate,yes,4784944,9119266,14,489,2428675,478050,6659163,1655284,rejected,2428675,mid,low
11630466,1,not graduate,yes,6915142,17436014,4,351,9663094,3170255,22999159,7337643,rejected,9663094,high,mid
11373594,2,graduate,no,7873607,29793570,10,781,9964330,10162608,21885897,7358071,approved,9964330,high,high
11267010,1,not graduate,no,3935629,15150544,8,742,14602534,615218,11553642,6703334,approved,14602534,mid,mid
3017487,4,not graduate,yes,1677371,10968064,16,679,10371823,9215426,8374177,5235462,approved,10371823,low,mid
14918242,5,not graduate,no,2200799,11531371,14,890,1611867,8372274,6509279,4666970,approved,1611867,low,mid
4204718,4,graduate,no,4051143,12080438,16,483,8006561,3823992,17451964,1657344,rejected,8006561,mid,mid
14229585,2,graduate,yes,1017298,9834134,6,596,156267,2230839,2424187,3306276,approved,156267,low,mid
15776283,4,graduate,yes,7208754,17135803,6,307,13675916,1408432,26078468,3829295,rejected,13675916,high,mid
12510746,5,graduate,yes,3287064,7938608,14,364,1753978,826984,9106645,2213196,rejected,1753978,low,low
16553773,4,not graduate,yes,2740416,3238057,4,337,9791526,92889,7222804,4576748,approved,9791526,low,low
13514399,1,not graduate,no,7623228,29562408,2,538,15524544,4312419,32333011,11288826,rejected,15524544,high,high
14336611,0,not graduate,no,7341296,6988548,12,388,8027591,1281474,15205235,5846942,approved,8027591,high,low
12723004,3,not graduate,yes,3412358,11394590,12,566,3506476,4785196,10457559,3525838,rejected,3506476,low,mid
3923531,0,not graduate,no,8153918,20013310,14,686,14642053,2552152,27669032,10115298,approved,14642053,high,high
2490904,5,graduate,no,8470347,29541562,14,409,23134896,12998000,33622902,10395863,approved,23134896,high,high
8546716,3,not graduate,no,3946671,11288854,8,603,3757531,13220808,6382880,1277852,rejected,3757531,mid,mid
1561653,1,not graduate,no,5926723,22763088,12,695,6179905,9645729,18864808,5837724,approved,6179905,mid,high
2255473,4,graduate,yes,9319326,31170196,4,865,13549788,8556545,21159532,10171193,approved,13549788,high,high
12615585,0,graduate,yes,9563907,24693157,12,842,5756771,4095423,26413458,11383365,approved,5756771,high,high
15745540,1,graduate,yes,5330602,14934216,20,657,21397227,3782435,19999620,4731970,approved,21397227,mid,mid
6850790,5,graduate,yes,1275118,6792467,20,387,4258452,1773010,6759961,2364116,approved,4258452,low,low
2784018,3,graduate,no,6736817,23295653,4,499,7004511,2321770,17857788,8030601,approved,7004511,mid,high
2289623,0,graduate,no,3791364,6401609,6,678,5786041,7236728,6876344,2575482,rejected,5786041,mid,low
5299570,3,graduate,yes,7453019,28383601,20,799,2076025,1037210,28171784,12834091,approved,2076025,high,high
11397361,5,graduate,no,4182443,15474694,12,759,19363261,5493519,17268626,4595361,approved,19363261,mid,mid
1130402,5,graduate,no,2283176,2740487,12,823,5746568,1304990,9457113,3638686,approved,5746568,low,low
6164671,2,graduate,yes,8953166,21061537,14,832,14566336,6054587,25383833,12708684,approved,14566336,high,high
16016762,1,graduate,yes,4073634,15405170,20,355,14034832,2401817,8674510,3266112,rejected,14034832,mid,mid
2275825,3,not graduate,yes,2889665,10619160,16,805,796822,1067337,12611988,3228995,approved,796822,low,mid
12256848,2,graduate,yes,4324223,6774979,10,895,3229528,2102221,9336223,4893943,approved,3229528,mid,low
11724127,1,graduate,no,8624948,26266060,2,716,6939985,11552344,19857551,8290770,approved,6939985,high,high
7771722,3,graduate,yes,9090789,23332824,8,346,22511372,13332314,20109382,8690217,approved,22511372,high,high
4528074,1,not graduate,no,469596,6785130,8,877,7554895,666220,4450429,3655327,approved,7554895,low,low
16636491,5,graduate,no,4410102,17275892,18,495,1996769,1672099,10944608,5128663,rejected,1996769,mid,mid
11402441,1,graduate,no,3889120,7921376,4,488,12245190,4725053,11802270,3174606,rejected,12245190,mid,low
10830841,5,graduate,yes,2137008,8609155,10,478,2472106,5456002,5016026,1980807,rejected,2472106,low,low
3020204,1,not graduate,no,3169288,14503081,6,325,5210244,10584043,16281365,4944516,approved,5210244,low,mid
16412175,2,not graduate,yes,8349168,25314733,20,490,21967050,6227572,29561366,9029598,approved,21967050,high,high
10204391,1,graduate,yes,1076890,5663380,16,870,149885,91804,1381190,927729,approved,149885,low,low
10945280,1,not graduate,yes,6084496,11092444,6,683,9638545,8561819,13713807,5177772,approved,9638545,mid,mid
12606605,4,graduate,yes,5624036,14712251,12,589,8764004,2999448,10609246,3667017,rejected,8764004,mid,mid
15359047,3,graduate,yes,5140681,14910608,16,602,3213194,7373811,17863046,6933610,approved,3213194,mid,mid
5980444,0,graduate,yes,3151962,8793407,14,395,5323334,2966379,16146674,2164254,approved,5323334,low,low
13079206,0,not graduate,no,7520931,24869008,18,390,2830670,14028438,22593699,9573399,rejected,2830670,high,high
14760782,4,not graduate,no,2994991,12050621,6,773,8336075,433405,7948402,2391302,approved,8336075,low,mid
15462367,2,graduate,yes,7698756,20746518,2,551,4241718,12937365,25848896,4143146,approved,4241718,high,high
5174736,5,not graduate,no,9560612,35018582,8,331,19259967,15352757,35916302,12471415,approved,19259967,high,high
10215015,5,not graduate,yes,7008863,24413139,6,896,1228455,6036884,29507891,6879628,approved,1228455,high,high
13316252,0,not graduate,yes,1695979,10159733,18,876,147270,3695339,8094590,1401644,approved,147270,low,mid
8748550,1,not graduate,no,2774598,5161667,10,426,9556650,11288207,7832273,2446687,approved,9556650,low,low
9186305,3,graduate,no,2387215,13730020,14,709,727572,151359,10068824,2968782,approved,727572,low,mid
1499499,3,graduate,yes,9612746,27755523,6,703,27040745,2733648,30762412,8384171,approved,27040745,high,high
8282480,0,graduate,yes,9097720,21852870,2,765,11133170,5572463,29707347,7476359,approved,11133170,high,high
11669826,1,graduate,no,488878,2303492,18,882,-55461,518704,684263,1580138,approved,2021266,low,low
13911332,5,graduate,no,2599115,5331466,18,604,6326433,7182909,5799480,4615849,approved,6326433,low,low
16253139,5,not graduate,yes,9080426,32941324,20,859,14639333,6824525,30134134,11381043,approved,14639333,high,high
11064229,0,not graduate,yes,5686433,18654415,8,530,-64187,8714944,24986073,3325475,approved,6300000,mid,mid
6459597,2,graduate,yes,5883267,8675724,6,314,11419021,4035794,12294537,1801516,rejected,11419021,mid,low
12053207,3,graduate,no,771882,1787988,20,872,6257360,7729,2823787,2370362,approved,6257360,low,low
11857534,3,not graduate,no,561700,2023660,16,377,151502,368293,1990952,218686,rejected,151502,low,low
12983472,2,graduate,yes,2829306,6390023,10,515,12620283,1491350,15376169,3378801,rejected,12620283,low,low
13608978,0,not graduate,yes,1835303,6518721,20,738,21881311,1512693,4409120,3124170,approved,21881311,low,low
5902017,1,graduate,yes,4531042,7184336,6,382,4409089,3037106,15325168,5158975,approved,4409089,mid,low
10877624,0,graduate,no,4708868,20205767,16,796,11744833,5356852,19838893,6054324,approved,11744833,mid,high
6643835,0,graduate,no,695740,703517,18,669,866991,1148595,1251851,271490,approved,866991,low,low
16026999,2,not graduate,no,529706,1111724,8,558,387144,89308,2537522,560383,approved,387144,low,low
3157186,5,graduate,no,7743070,19897072,14,433,6967628,6043914,18283957,5431074,rejected,6967628,high,high
4583555,4,graduate,no,9872231,32309052,6,879,14699883,13388624,34035680,12740245,approved,14699883,high,high
6277251,5,not graduate,yes,1790376,7579229,4,456,3037982,1355427,4166922,2158045,rejected,3037982,low,low
3259031,0,graduate,no,3445777,10633548,8,847,4395901,3687996,8353364,775679,approved,4395901,low,mid
14585596,4,not graduate,no,1971559,9302848,2,513,9788853,1414333,10556435,1382309,approved,9788853,low,low
2515537,5,not graduate,no,2032027,8738973,10,377,1217051,4834379,8071685,4008000,rejected,1217051,low,low
8842760,0,not graduate,yes,9429520,31682102,10,456,391403,12197634,33167794,10007526,rejected,391403,high,high
16064111,3,graduate,yes,9710204,34830429,10,644,27206064,4453482,17760074,11348721,approved,27206064,high,high
8233879,2,graduate,no,1534489,10310961,18,302,7730253,9335671,7327230,1796680,rejected,7730253,low,mid
9106614,4,not graduate,no,8041561,7015821,4,634,3336290,3051256,8212198,1551069,rejected,3336290,high,low
977486,3,not graduate,yes,2075817,3419611,18,868,2965975,2413025,5820270,772908,approved,2965975,low,low
6551465,3,not graduate,yes,8135154,23463857,18,567,11255022,12249669,22069225,5501003,rejected,11255022,high,high
4357091,4,graduate,yes,7281788,23082579,8,847,20405601,13982242,21373328,10653937,approved,20405601,high,high
3102427,1,not graduate,no,4088964,7651921,6,612,6595757,4826012,12833299,6357061,rejected,6595757,mid,low
3870115,3,graduate,no,5628587,10879098,4,687,5779867,5673547,9026001,5577421,approved,5779867,mid,mid
5097131,4,graduate,yes,709489,2571336,4,603,191655,926312,6431058,553702,approved,191655,low,low
13648888,4,graduate,no,1040250,7221219,18,332,6516851,795213,7185610,682477,rejected,6516851,low,low
449418,4,not graduate,no,6446972,20014092,4,861,5138352,13889466,10366444,8043148,approved,5138352,mid,high
5240731,3,graduate,yes,3430128,11635050,12,666,3703562,1450173,12552188,2490292,approved,3703562,low,mid
4968182,0,not graduate,no,1348854,2887646,20,878,629357,898845,1509842,3129106,approved,629357,low,low
7933942,4,not graduate,no,6963799,15330139,10,846,3897259,4580074,16337354,5800456,rejected,3897259,high,mid
11465382,4,graduate,yes,1295753,2370020,18,896,4084366,2787099,4221619,774481,approved,4084366,low,low
726445,4,graduate,no,3838915,11648345,2,525,1099295,4451053,11904920,5089568,rejected,1099295,mid,mid
4284684,4,not graduate,yes,2252612,9436528,6,673,3406770,5013036,6260882,1428056,approved,3406770,low,low
11680804,2,graduate,yes,6363918,10683346,4,446,2506474,2856585,8745825,7893280,rejected,2506474,mid,mid
8197905,2,not graduate,yes,6325672,11067248,10,488,13132228,5474941,18148538,7107778,approved,13132228,mid,mid
7187711,2,not graduate,yes,4397710,6576270,20,426,1415727,1171263,10945106,2540334,rejected,1415727,mid,low
860923,0,not graduate,yes,5953050,10092895,12,819,4660072,3232005,18880549,6243802,approved,4660072,mid,mid
7126570,0,not graduate,yes,7860364,8108587,10,340,4630423,3495094,15599050,4737294,rejected,4630423,high,low
7560719,5,graduate,no,8520619,27219245,8,864,18298943,12781767,30866461,9713734,approved,18298943,high,high
53118,5,not graduate,no,4562073,10946392,20,776,8955455,1891814,18505899,5826778,approved,8955455,mid,mid
1327173,1,not graduate,no,4624359,14936135,8,819,9344183,696570,19709173,3224532,approved,9344183,mid,mid
1739225,5,graduate,no,4472642,9552523,14,600,11275561,4166218,12714831,4398013,rejected,11275561,mid,mid
5381328,2,graduate,yes,2003298,8425344,20,310,628164,401776,4907290,1246421,rejected,628164,low,low
14568315,3,not graduate,no,7352889,24637456,6,838,12011221,16820713,20348227,7791208,approved,12011221,high,high
2276634,3,not graduate,no,9517318,28208277,4,308,13547192,5473930,32826272,10948151,rejected,13547192,high,high
7978446,0,not graduate,yes,2554872,6489986,6,679,11439234,864258,5398310,5460443,rejected,11439234,low,low
1332403,0,not graduate,no,7422098,15982311,14,446,1402425,8304383,23908117,8881961,approved,1402425,high,mid
860386,3,graduate,no,8106560,23003857,14,332,2707833,6367555,23820492,9128422,rejected,2707833,high,high
5388949,0,not graduate,yes,1911504,6270893,16,436,-74572,4159132,5065985,1998547,rejected,2021266,low,low
13254139,4,not graduate,no,5558765,15423691,8,612,16478448,4179809,17950509,5488435,approved,16478448,mid,mid
1651692,5,not graduate,yes,1255866,2060136,20,830,255536,3704162,9088123,2010583,approved,255536,low,low
11966349,2,not graduate,yes,9636620,32147735,2,546,12142639,16651959,27266395,10129961,rejected,12142639,high,high
12611014,4,graduate,no,4556930,5028469,4,805,1199619,4370268,2269099,45328,approved,1199619,mid,low
9873527,0,not graduate,no,4622766,10391844,4,371,2992556,4596452,9416056,4551055,rejected,2992556,mid,mid
10436407,3,graduate,yes,8498799,25350292,16,333,7800549,9212047,24631192,8939730,rejected,7800549,high,high
16148767,3,graduate,no,7956282,27035506,6,353,20035135,16104065,30635632,10942576,rejected,20035135,high,high
9221760,3,not graduate,no,8230618,25621577,8,720,2888850,6271589,19888160,5232394,approved,2888850,high,high
7481494,4,graduate,no,6690091,18337539,4,498,7108193,6437608,15252864,7566498,rejected,7108193,mid,mid
14693193,3,not graduate,no,9594748,27591585,20,392,17646075,13231237,29819279,11736054,rejected,17646075,high,high
6072323,0,graduate,yes,6041524,23462723,6,765,16891509,2873013,12044399,7973954,approved,16891509,mid,high
15756215,5,not graduate,no,3098216,4655385,18,436,1824225,148669,4524199,1783580,rejected,1824225,low,low
14775143,4,graduate,yes,244835,484711,10,691,75953,96544,754797,69344,approved,75953,low,low
8884149,0,not graduate,yes,6726476,20187775,2,301,11472709,3611382,24664056,5757800,rejected,11472709,mid,high
16288509,1,not graduate,yes,3978434,13175780,4,892,10286518,10441614,9038737,4135325,approved,10286518,mid,mid
844679,1,not graduate,yes,7871269,29553066,12,484,18516843,13490614,25811840,9025564,approved,18516843,high,high
8404329,0,not graduate,yes,258297,520896,2,820,33646,393582,1061313,97507,approved,33646,low,low
3621917,2,not graduate,yes,9577149,27676526,8,804,20698056,1814947,32557501,9462670,rejected,20698056,high,high
12127384,0,graduate,yes,4850201,5998403,16,883,4584481,12223433,17432533,5560081,approved,4584481,mid,low
12957999,4,not graduate,yes,1196906,4860801,18,610,2466311,319402,10470207,991488,approved,2466311,low,low
6428150,1,graduate,yes,4216248,13059780,4,339,2507288,532859,15954174,5325117,approved,2507288,mid,mid
14576151,5,graduate,no,9831064,34093559,6,428,16360276,10290716,38102729,13183651,approved,16360276,high,high
7313371,5,graduate,yes,9528869,29725126,14,514,22139057,1438744,31345313,11221588,approved,22139057,high,high
16212987,1,graduate,yes,3577217,13845755,16,835,1920367,13357920,9026525,487618,approved,1920367,low,mid
15641021,3,graduate,no,7618784,23249765,8,312,23107890,17152448,21266283,6110640,rejected,23107890,high,high
12466022,3,not graduate,no,818774,3810152,4,413,370363,9260234,4158772,2715405,rejected,370363,low,low
12383523,1,not graduate,yes,5641715,13538240,4,422,3577633,3228330,7411754,4260696,approved,3577633,mid,mid
16386665,3,not graduate,no,2330380,13305399,8,544,6336330,487836,4966810,3039259,approved,6336330,low,mid
6227708,0,not graduate,yes,3590506,3809662,2,383,3786422,4692105,9087308,1680988,rejected,3786422,low,low
1982333,4,graduate,yes,7223471,17360476,2,555,5016544,8757206,16879977,6778150,approved,5016544,high,mid
2132499,1,not graduate,no,1809964,6209325,16,423,862631,3027089,7376305,1667874,rejected,862631,low,low
4931531,5,graduate,no,2277254,9718399,20,862,3372796,6187363,10077865,3103703,approved,3372796,low,mid
3113310,2,graduate,yes,5377918,11928034,18,856,13884099,1367944,17308747,6413386,approved,13884099,mid,mid
10476202,1,graduate,no,3412176,8422527,12,754,3233969,1184030,12663190,3771532,approved,3233969,low,low
12812466,1,graduate,yes,4116481,4521470,16,707,10844287,5908009,4274389,688300,approved,10844287,mid,low
5894290,1,graduate,yes,8966078,25449218,4,778,4454840,13741548,18668971,8268561,approved,4454840,high,high
2981756,0,graduate,no,799344,4542779,6,614,886317,3217837,2883008,704916,approved,886317,low,low
14367198,5,graduate,no,2124009,5715109,6,447,17251516,42854,5379263,2812421,rejected,17251516,low,low
14576889,5,not graduate,yes,3489312,10421990,4,316,2695753,269104,7304971,4255442,rejected,2695753,low,mid
9542507,4,graduate,no,7513389,23302543,18,785,10570696,2296643,21755383,6072313,approved,10570696,high,high
1363071,3,graduate,yes,1379589,2820449,12,482,7241504,7363288,6365781,650772,approved,7241504,low,low
3854645,3,not graduate,yes,8297760,30046871,12,820,17762162,4845929,35190900,12220336,approved,17762162,high,high
4731143,2,not graduate,no,6068817,9197396,6,409,6460019,4622165,13140652,6234387,approved,6460019,mid,low
8990682,2,graduate,yes,2505788,9323783,4,543,9184138,150041,4333554,3097019,approved,9184138,low,low
12725214,2,not graduate,no,7241126,31352872,18,663,10356197,15460856,26453109,11518049,approved,10356197,high,high
882495,2,graduate,no,4938581,10801522,2,550,1609093,5111923,6407147,2624338,rejected,1609093,mid,mid
5794662,2,graduate,yes,9316913,36624733,10,569,13872585,10579935,31837198,11174899,approved,13872585,high,high
14816790,3,not graduate,no,2293550,1448559,14,398,1414320,949018,3741912,2120842,approved,1414320,low,low
11618944,3,not graduate,no,6579106,27682206,6,465,12308568,10040344,17528795,4722894,approved,12308568,mid,high
14851681,2,graduate,no,5491356,21936936,12,507,2196042,13468278,23349213,4399816,rejected,2196042,mid,high
3784597,3,graduate,no,8170168,23977788,10,327,5800150,6681167,19626250,9309987,rejected,5800150,high,high
7882413,1,graduate,no,2183039,2514431,6,788,434299,1701713,5340439,2786389,approved,434299,low,low
8693840,0,not graduate,yes,7374923,21041923,20,556,2934588,8114034,25512965,8288090,approved,2934588,high,high
11940950,4,graduate,no,8884258,25800210,16,729,6135970,13321237,22606901,6363301,rejected,6135970,high,high
15890107,5,graduate,yes,1830088,4298603,2,551,547100,2596590,3684472,597249,approved,547100,low,low
