loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
10730005,3, Graduate, Yes,5866257,11935799,2,404,2322329,1528692,17341336,2134338, Approved
9348517,3, Not Graduate, No,8358803,19617350,12,459,5806331,9209162,24982004,8766969, Approved
7621466,1, Not Graduate, Yes,4507792,11237135,20,502,5505756,442780,15945370,2116659, Approved
2112153,5, Graduate, Yes,4246103,13566556,16,323,8275463,508310,11372735,5439044, Rejected
13999281,4, Graduate, Yes,4965125,14406931,4,795,9644322,6851609,16883207,5819130, Approved
12156444,3, Graduate, No,4414328,10170059,2,419,2059551,2923811,16617562,3303719, Rejected
16218654,5, Graduate, No,6644235,21059418,14,866,1440713,2709526,18386078,7570567, Rejected
7709233,3, Graduate, No,3450354,11029066,14,307,11485252,8558978,16362419,4035451, Rejected
7731986,3, Not Graduate, Yes,3495226,11179220,2,604,2372997,3328826,7872533,6722572, Rejected
11527531,3, Graduate, Yes,2297470,3325859,16,624,4239884,5241749,6924108,4093747, Approved
12523052,0, Not Graduate, No,2772963,10117325,6,667,413668,204248,9294214,1250847, Approved
11861508,5, Not Graduate, Yes,7447527,18937747,16,493,5783404,11406370,20857401,6108635, Approved
7114568,2, Graduate, No,6866231,17066394,4,333,5722511,11237560,17685043,6826761, Rejected
13341266,0, Not Graduate, Yes,3187768,6484415,10,494,3134696,4306363,4529535,4589580, Rejected
5467338,5, Graduate, No,9210891,24539428,12,444,18787297,16754954,26771803,9381187, Rejected
10151649,5, Not Graduate, Yes,482978,1863663,6,801,728824,259345,1386059,382815, Rejected
8054939,5, Graduate, No,9453722,27432600,18,640,24450722,8784825,28569498,8258479, Approved
9955204,5, Graduate, No,6375598,13212589,4,798,8472821,1789362,7326859,2857260, Approved
12528666,5, Graduate, No,6845528,14820155,12,316,10543477,15468094,12295785,6357662, Approved
6285166,2, Not Graduate, No,8541323,27031285,10,470,16848582,14843585,32698655,8887553, Approved
9616714,1, Graduate, No,8192192,22889746,12,666,7618299,13153624,23327077,5899020, Approved
10753854,2, Not Graduate, Yes,675671,7276704,2,544,2024876,1785740,2192174,3122612, Approved
10987183,2, Graduate, No,1757508,8372635,2,556,1737673,3566457,10534840,4297830, Approved
13203135,0, Graduate, No,7784583,21402448,6,352,22164423,2701070,22925877,6579399, Rejected
11269952,3, Not Graduate, No,5588058,17518086,18,814,6528634,8847217,11871885,2934791, Approved
14979104,0, Not Graduate, No,6472272,8026885,8,480,2483067,2872842,12674435,3936298, Rejected
2907661,1, Not Graduate, Yes,3992194,10229197,14,647,12004114,2097773,8766557,2667109, Approved
12256911,2, Graduate, Yes,3675590,5872787,18,322,5604987,15676476,9713959,1610201, Rejected
12286790,1, Not Graduate, No,3337059,11673328,12,331,18737930,1880539,6382201,6259670, Rejected
9655638,4, Not Graduate, No,1602205,7121463,16,641,-51963,328814,7205666,5096235, Approved
4720376,3, Not Graduate, No,9111770,27416346,2,587,13259708,7443380,25311674,7906850, Approved
8275419,2, Graduate, Yes,4278395,9918079,2,876,3018544,2177860,9338538,7496523, Approved
11550922,4, Graduate, No,1751793,10208954,20,751,10683130,1426501,11257233,3518194, Rejected
858368,2, Not Graduate, Yes,5925529,17345743,8,321,3803279,9844996,19399230,4741079, Approved
5262139,2, Not Graduate, Yes,2978041,12198802,18,583,3236520,6858337,9307159,3985579, Approved
1500705,4, Graduate, No,4124966,8478001,8,690,1684602,1292698,11271152,2566369, Approved
11690122,3, Not Graduate, No,5223427,9728420,18,515,1920430,1356628,17806317,4745899, Approved
13251225,5, Graduate, Yes,3706479,16470235,14,613,1307992,1339055,13519959,6879947, Approved
10966443,3, Graduate, Yes,3470912,9729269,16,898,386323,2245426,10232640,4644102, Approved
7387312,2, Graduate, No,3421880,4386381,16,795,6023257,162863,7101925,3027976, Approved
966050,5, Not Graduate, No,2074711,3585568,6,475,5369840,1687961,4160841,5919026, Rejected
15278888,3, Graduate, Yes,8976855,29519427,18,493,23900840,15651454,33160252,9354039, Rejected
3201416,0, Graduate, No,463589,1764453,14,400,141300,303786,4266727,1265567, Rejected
3600077,0, Not Graduate, Yes,5724618,13390932,2,607,8482885,7154722,16258397,10276392, Rejected
9661774,1, Graduate, No,1042127,809044,12,638,597140,502791,903846,177460, Approved
6161449,0, Graduate, No,1352849,4250633,4,622,2390579,1031404,4758733,1610429, Rejected
1792159,4, Not Graduate, No,2258210,7263268,8,685,7776983,44270,4803973,1000800, Approved
4025105,4, Graduate, Yes,4858947,14559145,8,353,5552499,2634390,14652120,3358126, Approved
12506563,4, Not Graduate, Yes,7809335,32003164,14,844,5506049,7216630,29268208,10042134, Approved
12708389,3, Graduate, No,779289,6162190,6,847,915833,1150459,5070572,7943769, Approved
1462816,4, Not Graduate, No,6398750,20661203,16,471,10720321,16254778,22012541,6208682, Approved
3322913,1, Not Graduate, No,3881973,9239592,6,857,778761,1005810,15179923,3440959, Approved
13485017,0, Not Graduate, No,2207074,1998152,18,883,814398,115060,1704985,1747511, Approved
1338738,0, Graduate, No,7946447,23470961,4,427,5026266,4324196,19193476,3371684, Rejected
10849735,3, Not Graduate, Yes,3111265,11608514,2,574,7175811,4535798,15184508,5575024, Approved
3072278,4, Graduate, Yes,4676570,18656331,8,533,1350690,4601864,19907263,7373963, Approved
4665874,2, Not Graduate, Yes,9104808,25991929,14,389,25267478,4865332,30763708,9275953, Rejected
2738463,2, Not Graduate, Yes,2426619,6854430,12,822,253992,566307,3815978,2291224, Approved
1729492,4, Not Graduate, No,2802960,7499913,2,425,4167642,1548502,5286785,2706813, Rejected
7825509,4, Graduate, Yes,6080329,19729108,10,443,12186718,638974,16601980,5400081, Approved
11918828,2, Graduate, No,6150506,17471929,2,649,12968192,2820236,22408559,2807688, Rejected
11762050,5, Graduate, No,7335657,13758451,20,351,11522493,769500,13369614,5108400, Rejected
6591151,2, Not Graduate, Yes,9565736,25402667,8,494,1890120,3867279,26125120,4809545, Rejected
13291968,5, Not Graduate, Yes,2228438,10950467,14,552,8333749,9682069,9618345,2954999, Approved
5563097,0, Graduate, No,2309479,2974943,16,474,838784,3418291,3541556,1352111, Approved
14999934,5, Graduate, Yes,1830113,6701683,12,721,9408846,379610,6735159,958588, Approved
2900143,1, Not Graduate, Yes,4075344,4143095,20,369,3789257,1037818,10690979,2545904, Approved
3282337,5, Not Graduate, Yes,4013528,20583250,8,805,15700206,2520920,16016257,4947099, Approved
10834726,5, Graduate, No,574149,848313,14,647,2329109,1755531,2156592,40655, Approved
9754476,5, Graduate, Yes,5498130,11311174,18,332,7528792,9841190,15743731,4346684, Approved
4452402,0, Graduate, No,4839609,7099121,6,367,-10258,1934089,10462203,2043382, Approved
884752,4, Graduate, Yes,4297847,7344407,14,701,8320635,2602229,16981790,2041129, Rejected
14229596,5, Graduate, No,1742798,1842270,8,509,-29424,515640,7106204,1201667, Rejected
9636786,1, Not Graduate, No,2217087,5560250,18,561,1316386,5482908,6265817,2904402, Approved
10442097,4, Not Graduate, No,8742452,30988290,6,576,23256025,16777483,24519682,8661397, Approved
16151016,3, Graduate, No,579129,6039586,12,584,5688237,7092538,7127147,797550, Rejected
7325505,0, Graduate, No,7534893,15333412,10,818,2569330,4671097,15920205,6747079, Approved
3945814,3, Not Graduate, Yes,6510456,15698733,4,470,6248856,6473712,21634772,5900752, Approved
14605984,2, Not Graduate, No,1935589,12599048,2,418,18439162,2457679,8926346,3925529, Rejected
14912082,1, Not Graduate, Yes,7662123,21856097,4,730,21696200,13036837,16691993,9826280, Rejected
10308682,4, Not Graduate, No,5364781,10222339,8,574,6606267,339778,10814929,6497525, Rejected
11844036,5, Graduate, Yes,7159350,17719940,12,549,9299813,406213,16615810,3831488, Approved
1696830,4, Graduate, No,6115208,18539016,18,486,13442135,8066033,14345727,6669426, Approved
13227728,1, Not Graduate, Yes,8248681,21916754,16,498,15149381,11129289,25452090,7972105, Approved
15289749,2, Not Graduate, No,2050568,7381790,20,626,789264,490047,3745116,1314819, Approved
7849441,4, Graduate, No,4386924,1831265,20,484,13933078,298240,13647598,3417769, Approved
13732685,4, Graduate, No,9607863,29622962,10,370,6628082,11163716,29033567,7643209, Rejected
4364732,3, Not Graduate, No,728244,1629662,6,630,1362795,4438308,951587,452719, Approved
829542,1, Not Graduate, Yes,3944668,12537083,14,310,19405851,716102,7894814,2681942, Rejected
2489012,0, Not Graduate, Yes,3078793,10134240,12,454,7573939,6048125,9449166,1529713, Approved
9406012,1, Graduate, No,2785775,8762577,2,542,742242,6581928,11078842,4015110, Rejected
13434630,1, Not Graduate, No,1195490,6898527,10,730,2256408,2241620,12479876,371583, Rejected
6661525,1, Not Graduate, No,468767,1926459,16,459,3458448,8063642,3027120,789582, Approved
8103218,1, Not Graduate, No,5004337,19570866,2,868,11254826,11604295,19258930,6539138, Approved
1996938,2, Not Graduate, Yes,1417437,1719439,10,638,98060,4240432,1921283,1923862, Approved
12360276,2, Not Graduate, Yes,3993004,16905597,16,812,10713321,3296963,16524114,5194593, Approved
13659718,3, Graduate, Yes,8259152,24673512,6,500,18835351,5304901,21248260,7497046, Approved
1623971,4, Not Graduate, No,4265409,11275840,2,730,1961758,6629626,13393476,3818923, Rejected
1665692,5, Not Graduate, No,3551748,9573761,18,406,6189019,6644394,9807077,1472777, Rejected
5593266,1, Not Graduate, No,7040803,18647548,2,341,7327873,6369301,14921676,3694228, Approved
9645427,5, Graduate, No,6417420,15320973,6,592,13860864,1035625,15439322,3429415, Rejected
1836812,0, Graduate, Yes,7670196,21621564,2,560,15518081,7280611,21380119,7444624, Approved
14972165,2, Graduate, Yes,6554640,16621367,4,851,6123045,3429430,19297703,4958042, Approved
8596496,5, Not Graduate, Yes,3176721,8384569,20,597,12271129,471013,10944237,1342700, Approved
14143304,3, Graduate, Yes,3130674,10259687,14,432,-32665,689157,8123170,2528344, Approved
10487284,1, Graduate, Yes,3172731,15100017,8,705,14759646,2108939,6892882,1696543, Approved
3670868,3, Graduate, Yes,332238,1972250,4,502,5588328,1049363,2134764,869943, Approved
13362211,4, Not Graduate, No,5295227,12454228,8,619,18140575,7944109,11320520,3448874, Approved
4988913,1, Not Graduate, No,5188577,18046747,4,900,3456720,6353019,15665714,5296090, Approved
8726278,0, Not Graduate, Yes,8904325,34728270,10,825,1700929,5087932,29097086,10040026, Approved
7754985,3, Graduate, Yes,2877840,4742730,10,343,5583365,798006,8879961,3790233, Rejected
1539979,2, Not Graduate, No,9827242,35996976,20,439,17574332,10880125,34086500,11163859, Rejected
2235735,0, Not Graduate, Yes,7505665,13090673,12,586,18753432,5433912,16215032,4320025, Approved
753897,1, Not Graduate, Yes,1807803,3156778,18,628,1322285,4314483,10108391,3587403, Approved
3276574,1, Not Graduate, Yes,8673058,29825809,18,759,14246098,8998566,28033966,10400438, Approved
1191558,4, Graduate, No,9141928,27892261,4,369,24288217,8836768,23023138,8145895, Rejected
4536977,4, Graduate, No,5161989,5336225,18,597,3361358,8097596,10232800,4542514, Rejected
2370733,1, Not Graduate, No,7633236,15456053,4,835,9766386,6093498,18750905,4980782, Approved
144895,0, Not Graduate, Yes,1498624,7269438,4,480,5969734,1240302,11805217,5214687, Rejected
8293262,3, Not Graduate, Yes,3703402,13421790,16,888,10094190,4104754,11590420,5419421, Approved
7269233,1, Not Graduate, No,2199990,2939651,4,781,252673,147656,2160420,1341773, Rejected
10946615,0, Graduate, No,7210372,22798295,12,513,5905077,3365723,18788296,6919861, Approved
15401702,1, Graduate, No,7206865,18682960,10,827,10378828,3083914,21175620,6895142, Approved
995678,0, Graduate, No,4342848,12325252,20,894,2516527,3331178,9357537,773008, Approved
7983081,0, Not Graduate, Yes,5386668,13915009,10,599,6634321,3182063,14152277,4075259, Approved
2202062,0, Graduate, No,557838,1556616,2,839,977114,4806,2802856,842354, Approved
10247890,1, Not Graduate, Yes,6165874,26192736,10,413,14546266,8421698,25105599,8859405, Rejected
14292572,4, Graduate, Yes,7460436,17300577,10,628,4689304,5078262,21430432,5857894, Approved
2765210,5, Graduate, No,311500,917433,10,493,1360540,93009,957922,295112, Rejected
10411445,5, Not Graduate, Yes,4562873,9189638,4,464,8656102,1443563,11640326,4933884, Rejected
15386493,3, Graduate, No,6684984,10911100,14,567,11629457,11250212,18842810,6520839, Rejected
5531469,1, Graduate, Yes,3925651,14407083,10,603,-35963,11700923,15196389,6486886, Approved
4056827,1, Not Graduate, No,8535390,21224581,10,471,26794360,7034542,18708969,5550840, Approved
9650697,1, Not Graduate, Yes,9857464,35713774,12,416,17622706,8298207,33567389,10500308, Approved
4085798,1, Graduate, No,8312736,20678939,8,730,6356347,8676044,19061379,6594251, Approved
14162891,3, Graduate, Yes,2974119,2615050,8,539,3175307,4323965,4407101,3996123, Rejected
13645032,5, Not Graduate, Yes,2364308,10836744,16,794,3933967,13172409,10154213,1135467, Approved
8149948,3, Graduate, No,5519966,11988625,14,557,15081227,7967258,18299741,2152684, Approved
3425327,4, Not Graduate, No,7350819,16004899,16,619,3789334,5739657,16229450,6510050, Approved
7049560,3, Not Graduate, No,4536503,7529478,20,503,10994234,2145276,16998899,5468461, Rejected
11108778,1, Not Graduate, No,277769,835587,14,712,-68803,756799,941507,39027, Approved
15478018,0, Graduate, Yes,8541959,20519549,4,491,13761925,5891073,22455136,8571605, Rejected
14623678,4, Graduate, Yes,2061838,7103981,2,441,39573,113981,3205348,1652069, Rejected
3644442,3, Graduate, No,271435,461513,18,853,-94562,230137,976897,334409, Approved
3855165,0, Not Graduate, Yes,6340877,21844866,10,582,4018133,11486201,25221859,7481551, Approved
7634242,2, Not Graduate, No,5870029,22224193,20,541,341747,12072999,13248911,4930839, Approved
14579261,3, Graduate, No,5605151,12159148,6,434,12162607,10322874,22982121,6223518, Rejected
8615571,1, Not Graduate, Yes,2765276,10302794,18,409,3433266,4095533,12176981,4923592, Rejected
15100138,0, Not Graduate, Yes,877903,1873898,8,634,3849555,7306807,1719937,2313430, Approved
4096721,2, Not Graduate, No,9090983,30313266,4,753,13110862,11209670,25750349,9401917, Approved
2209709,0, Graduate, No,7266144,25822520,2,418,8359745,12420520,20735948,7959112, Rejected
6887952,4, Graduate, Yes,1819147,2379300,18,876,-12301,2741396,5151000,924538, Approved
15781286,1, Graduate, Yes,1266923,12851915,18,683,23239,1626516,5025468,1650778, Approved
10735483,2, Graduate, No,951739,7615728,20,498,259782,832657,2316069,1267648, Approved
9681653,2, Graduate, Yes,1358095,2520840,14,501,3236247,873143,5835968,668411, Rejected
16312517,2, Not Graduate, Yes,5362881,28698269,16,500,13558713,11268869,24852765,6453874, Rejected
6837493,2, Not Graduate, No,8921989,25557364,6,884,8507573,17364569,25864115,5131642, Approved
14105437,5, Graduate, Yes,9226001,28253993,8,697,20458925,6564977,26262244,8302102, Approved
14013568,2, Not Graduate, No,8084522,30243047,20,536,15492020,4732137,31980373,5427496, Approved
46637,4, Not Graduate, No,642494,673461,10,459,-46320,255761,1933889,255881, Approved
1369069,4, Not Graduate, Yes,8168015,17532357,10,663,7395844,2292059,26333700,5553763, Approved
3791697,2, Not Graduate, No,8985503,19386446,4,595,4875820,8449409,25723106,9388479, Approved
7380960,5, Graduate, No,1989591,11284384,16,844,242002,12709178,11332451,1526045, Rejected
14473154,1, Not Graduate, Yes,4921444,13562492,10,735,168602,1869419,13853438,3225826, Approved
6968737,1, Not Graduate, No,1243748,3253353,8,654,780412,272934,4157856,3637967, Approved
7849630,4, Not Graduate, No,9113738,20636383,12,792,24647101,8869674,20095138,7920248, Approved
16005760,1, Not Graduate, No,431324,798124,20,308,314336,36706,828782,195926, Rejected
14124486,2, Graduate, No,7053083,25130177,14,327,6591893,3609614,17577564,4198146, Rejected
3130691,3, Not Graduate, No,2053539,9269205,20,487,4727069,12262151,3968618,5053819, Rejected
1143268,0, Not Graduate, Yes,4330373,21199182,12,801,21966309,6217774,18524274,3200118, Approved
10967125,0, Not Graduate, No,2368192,6082650,14,448,1891010,5897219,12546820,3270855, Approved
6078011,1, Graduate, No,6384848,14073041,10,596,3541795,1854305,9695970,2619730, Approved
5341115,5, Not Graduate, Yes,7152233,24301388,16,808,2978972,9342297,20656500,7676631, Approved
3789358,2, Not Graduate, Yes,279904,741986,12,503,-42080,449363,617269,25167, Rejected
13919695,0, Graduate, Yes,6004667,22411614,20,788,1984168,3096907,10439015,5791477, Approved
4235182,2, Not Graduate, No,8335063,19820638,4,781,12443667,3057478,16987395,4093303, Approved
695522,3, Not Graduate, No,498319,948516,12,315,1407136,24819,690897,225126, Rejected
379976,2, Graduate, No,9832677,29157777,20,306,25378041,5851002,30595970,12677128, Rejected
16328682,4, Not Graduate, Yes,6941143,16331747,6,674,4285622,2610635,17138972,10242358, Approved
11811195,1, Not Graduate, No,8181473,20709856,16,388,5953688,8776090,27140411,9005157, Rejected
4309956,1, Not Graduate, No,2303173,3492626,20,422,85525,1259692,9581080,5288740, Approved
10218899,2, Graduate, No,735603,4929310,2,717,136669,1347275,2905600,2066531, Approved
15610154,4, Not Graduate, No,9247548,33018080,14,469,9015589,6839523,30457434,7656617, Rejected
2552349,5, Graduate, Yes,4583555,20061175,6,643,8202094,366972,17686014,4250742, Rejected
5728955,4, Graduate, Yes,881043,1001296,18,420,909670,2072509,1018016,665285, Rejected
8004756,0, Not Graduate, No,8312960,25090293,14,618,6399325,16462132,17494037,9734450, Approved
3360274,4, Not Graduate, No,1857718,2131399,14,343,1056678,1187429,1903478,425140, Rejected
10131342,4, Not Graduate, No,5216321,18602517,10,595,16617481,7502647,8956171,2971067, Approved
2440349,2, Not Graduate, Yes,9581078,30098154,16,663,7652879,7444398,23785634,8780599, Approved
12778642,1, Not Graduate, No,2668726,3695684,20,376,7397948,2122803,5053169,1390450, Rejected
7026219,2, Graduate, Yes,4037803,15250009,12,348,6814647,2112541,14601079,8022757, Rejected
1473804,4, Not Graduate, No,3894798,11080311,8,400,9728633,122837,9642064,2082331, Approved
16101727,3, Graduate, Yes,8607888,22374334,14,725,5262348,1411337,15482169,4793232, Approved
12738660,4, Graduate, Yes,1000013,8736582,10,443,121257,939949,6507085,3015916, Approved
4808632,0, Graduate, No,347937,1290315,8,767,-57562,282068,1157673,257647, Approved
2128809,1, Graduate, No,3065301,13025982,8,368,10597524,250078,5587006,2005515, Approved
10628946,5, Graduate, Yes,794411,4634700,6,478,8315879,1826222,4256315,993394, Approved
5068177,4, Graduate, No,5539166,14042864,6,826,14215028,4340850,14656935,4972021, Rejected
3947561,2, Graduate, No,7971629,30702053,20,553,28068517,10777720,26185491,9583566, Rejected
4720754,4, Not Graduate, No,6724357,9098772,16,320,6428921,2910834,11519957,4853561, Rejected
12901573,5, Not Graduate, No,685480,4755199,12,786,5887529,2538812,7242908,1442274, Approved
14425609,5, Not Graduate, Yes,5415916,12118641,12,449,4642522,2121873,17159607,6467820, Approved
2352035,3, Graduate, Yes,5616056,18547562,18,509,16951552,918382,13327855,4947458, Approved
8856861,0, Graduate, No,6842152,22561499,10,490,3251832,4911149,20117211,9097867, Rejected
7481594,2, Graduate, Yes,9705471,33475824,18,352,13327521,4878716,30771502,12002262, Rejected
9720304,3, Graduate, Yes,2796950,10668322,18,870,5368783,1047428,8355275,6005289, Approved
2723638,2, Graduate, Yes,6969518,13049342,6,780,7761029,4758359,9820262,3635541, Approved
12150684,4, Not Graduate, Yes,3076665,9665250,12,847,2060503,3483482,5390482,2928867, Rejected
7842921,2, Not Graduate, Yes,1677872,8418116,20,342,3282277,1582065,9472040,3133002, Rejected
4215136,5, Not Graduate, No,8699699,25711194,6,384,12247788,19257363,18621224,5878385, Rejected
1637460,5, Not Graduate, No,1145626,2333259,2,767,222709,190922,3589896,1086541, Approved
11262553,5, Not Graduate, No,5189214,13770360,20,451,1123558,4079033,12333336,2935085, Rejected
4076788,2, Graduate, No,7721918,16803784,14,900,6786301,4968244,14342235,5675609, Approved
12773356,1, Not Graduate, No,5894251,10487004,4,467,14070903,363190,11506391,5814614, Rejected
6413179,5, Graduate, No,4378279,3997808,20,717,1567414,11720210,5433847,2015715, Approved
8009815,3, Graduate, No,8833185,30124858,8,523,13070293,14370070,21965701,9167206, Approved
4123806,3, Graduate, No,4524105,18412966,6,693,6884981,10399193,14422618,4602740, Rejected
15841820,4, Graduate, Yes,6890077,19296059,16,513,3629749,3035513,23153877,5743123, Rejected
5947871,2, Graduate, No,5351952,16867020,8,724,11842422,1192792,18748684,4740953, Approved
15910656,3, Graduate, No,4233865,6574889,6,730,12857662,1932738,5953066,3180279, Rejected
7206794,4, Not Graduate, No,9732489,36300922,10,441,8266896,7213397,32000975,11159245, Approved
4808475,0, Not Graduate, Yes,5724868,18727524,14,341,12576733,1764849,11911836,3618391, Rejected
1256971,3, Not Graduate, Yes,5502235,24200902,12,362,17310790,15308412,19957881,4960677, Rejected
13854523,3, Not Graduate, No,3716663,10615386,2,790,2234953,8811651,12773414,3515343, Approved
11862170,0, Graduate, Yes,5608822,21177715,4,565,4687480,1190016,12494115,6653846, Approved
7804420,4, Not Graduate, No,2119349,9308486,10,607,3154725,1978486,7251227,2335301, Approved
14254108,2, Graduate, No,3759964,17571865,12,673,4105130,647791,11118708,2030700, Rejected
7303443,1, Not Graduate, No,1554940,2973783,16,768,288100,2562936,1280616,659498, Approved
16237596,0, Not Graduate, No,8015454,17202374,4,885,20321096,6326943,24656343,5171820, Approved
3880106,5, Not Graduate, Yes,1003914,3486053,10,318,-74209,1238428,4555807,749018, Approved
4250828,0, Not Graduate, No,5530009,25766630,20,444,16676315,6972690,24253608,8076520, Approved
12473744,2, Graduate, No,1483522,1835485,12,785,-87329,1382072,1335884,1685091, Rejected
6862800,0, Graduate, No,1582883,7103194,6,651,2804112,650139,5131563,1824905, Approved
14291286,1, Graduate, Yes,8967921,27938466,8,529,13424976,3543212,30369872,10793223, Rejected
88999,1, Graduate, No,5123806,11908117,2,459,1625076,2590327,10270769,2588520, Rejected
675009,0, Not Graduate, Yes,2348226,3530196,12,712,508627,77494,1750594,821218, Approved
8006151,1, Not Graduate, Yes,885185,2536308,2,382,4068878,6005443,2820103,2415743, Approved
9463072,2, Not Graduate, No,2400135,7926418,2,828,70071,2323682,10014953,3298972, Approved
2596832,1, Graduate, Yes,8948997,24871889,6,577,7626534,7798217,30513690,5587563, Rejected
2391189,3, Not Graduate, No,8739236,15211504,6,567,12998523,6097561,23313444,11579180, Rejected
1345504,3, Graduate, Yes,1884740,2279508,20,697,3617841,75978,5821958,2944079, Approved
8910217,5, Not Graduate, Yes,5861856,13453441,14,592,5549136,4219501,13733191,2569934, Rejected
5899569,0, Graduate, Yes,7251280,5531733,14,589,4010430,1539686,12359106,6118417, Approved
11449162,1, Graduate, Yes,3870818,7897084,8,595,809489,3001147,3315111,1347390, Approved
10363084,3, Not Graduate, No,802407,5201470,10,805,1683447,1789555,2368658,1159838, Approved
2623267,2, Graduate, No,7114349,25809476,8,672,9453049,3495371,20331101,11390704, Approved
3649401,2, Graduate, Yes,4948880,5126993,14,598,4309770,2610425,5261598,3308144, Approved
6632511,3, Not Graduate, No,578690,2152076,10,823,2005557,2271594,853291,235432, Approved
15002778,5, Not Graduate, Yes,2177318,3514647,12,829,6555235,277024,5050678,1501927, Approved
5722199,4, Graduate, No,5614265,21711373,16,581,10210199,7066222,13871922,4458583, Approved
3096316,0, Graduate, No,9728863,36830657,4,420,24930039,5991151,35221768,9257103, Rejected
23608,0, Not Graduate, Yes,2495376,3719530,8,751,2047907,6771079,5578691,2067909, Rejected
757193,2, Graduate, Yes,1699324,7052164,10,459,2884979,1658613,8713049,1282696, Approved
14298943,0, Graduate, No,2266883,5588737,16,817,4668121,7982564,8114572,3539116, Approved
12252879,2, Not Graduate, No,9494978,31965035,12,381,19225327,2077466,29823357,8447958, Approved
8685391,3, Not Graduate, Yes,8003536,30520561,6,379,4624685,8862264,33176818,10440727, Rejected
12120628,5, Graduate, Yes,5535298,16957569,20,788,-45876,1242868,14888454,7065310, Approved
7070599,4, Not Graduate, Yes,6394475,25465166,10,791,4804132,9287462,13298509,4861067, Approved
14069746,3, Not Graduate, No,6841409,15877232,6,715,10319461,5442589,14692209,4669772, Rejected
13116551,3, Graduate, No,9167740,26820703,14,712,7659233,10880082,29524760,7692496, Rejected
15909467,0, Not Graduate, Yes,7834182,14117896,8,354,168316,6285916,16780738,5525938, Rejected
12786589,0, Not Graduate, No,4664392,9902971,14,583,338856,1488398,7616580,4172676, Rejected
5717956,3, Not Graduate, Yes,8246442,27479991,4,720,15219311,10200314,27703374,10232678, Approved
9366236,0, Not Graduate, No,7520309,12326552,14,603,4017954,9277869,18697790,4051771, Approved
7052132,3, Not Graduate, Yes,3239199,5678100,4,675,-58090,1239771,4071993,2584877, Approved
1977872,4, Graduate, No,8900076,31979213,18,322,21928908,7383784,31094848,12525154, Rejected
16288387,4, Graduate, Yes,9646712,29470129,6,801,17485693,15128869,27693085,9342563, Approved
11880318,1, Graduate, No,7217754,14128439,8,321,5096878,723800,20057664,2413037, Rejected
16423805,5, Graduate, Yes,5569073,11851762,20,736,5337619,3557528,11884435,5072190, Approved
12360993,5, Graduate, No,8041883,29933022,18,427,16392621,10417364,20536530,10311329, Rejected
12173164,3, Not Graduate, No,7184853,17475831,6,480,12362919,2058127,19497030,3797064, Rejected
13254102,5, Not Graduate, No,3485224,7098507,8,425,895673,3008641,6881990,3642295, Rejected
14935044,2, Not Graduate, No,7309098,23105124,4,492,6717358,1827172,24922123,8719996, Rejected
13288798,5, Not Graduate, No,4035107,15600752,20,455,13295554,7502515,17592684,5308421, Rejected
7966051,4, Not Graduate, No,8557948,31596192,18,580,18684921,16536762,26479948,7646950, Approved
5873986,2, Not Graduate, No,4445559,15510220,4,636,4540342,2752679,12073450,4051722, Approved
662625,1, Not Graduate, No,7689246,27354544,10,340,7026040,8116758,22444369,10253283, Rejected
3055189,0, Not Graduate, Yes,2312664,5848855,2,733,528494,5812676,4020660,554216, Approved
1810096,3, Not Graduate, No,3703390,4934510,18,663,2094136,1139684,12727542,2479141, Approved
10164215,0, Not Graduate, No,1066479,2373110,8,823,7934,62633,3482897,310351, Approved
384514,4, Graduate, No,2036797,1820208,12,761,100402,812680,13204877,667009, Rejected
4149358,3, Not Graduate, No,7122694,13858650,18,470,20938014,3856035,18569418,7142611, Approved
2140730,2, Graduate, Yes,6621202,23330881,16,452,9862751,4524083,16899083,8674336, Rejected
6895113,4, Graduate, Yes,5981250,17853447,12,553,3339044,3611639,18757816,4416482, Rejected
13466578,2, Not Graduate, No,9377432,32607136,10,682,26333137,6281094,30134782,9906329, Approved
16725307,4, Graduate, No,6585964,22923600,2,855,3880496,5260763,18862501,5498908, Approved
5183887,1, Not Graduate, Yes,5928001,25155848,16,364,1105962,3814176,21950044,7487584, Rejected
6306436,5, Graduate, Yes,7829158,34818387,16,664,13256396,4240734,30390537,7024561, Approved
57079,3, Not Graduate, Yes,5369695,22830710,12,381,11635924,7836777,19337956,7663829, Rejected
8277214,4, Not Graduate, No,4682987,11909740,6,640,8878240,993461,14435881,6469515, Rejected
3873797,3, Not Graduate, No,1008131,2679137,4,479,500701,111744,2073371,306392, Approved
11902621,2, Graduate, No,7912855,19526142,14,582,13819336,2455670,26339899,10332529, Rejected
4135782,4, Graduate, No,6598433,20107807,18,890,1202174,3179838,14928755,5725233, Approved
3889281,3, Not Graduate, No,3910637,10421168,10,692,253662,5212461,10979437,4343745, Approved
4947015,5, Not Graduate, No,2499924,5239560,16,396,1203573,558402,14451634,1187027, Rejected
3813777,5, Graduate, No,7700407,24775658,12,870,13066314,12868003,16843276,10169806, Approved
14310095,2, Graduate, Yes,3455744,9641062,12,567,2199118,10114526,9878100,2469319, Approved
10853366,5, Graduate, Yes,3816921,5817909,20,879,12666116,7181588,10489423,8026277, Approved
